team_id	team_name	team_games	Net_Rush_Yds	Pass_Yds	Tot_Off	Plays	Yds_Per_Play	First_Downs_By_Penalty	Penalties	Penalties_Per_Game	Penalties_Yds_Per_Game	Tot_Off_Yards_Per_Game	opp_team_games	opp_Net_Rush_Yds	opp_Pass_Yds	opp_Tot_Off	opp_Plays	opp_Yds_Per_Play	opp_First_Downs_By_Penalty	opp_Penalties	opp_Penalties_Per_Game	opp_Penalties_Yds_Per_Game	opp_Tot_Off_Yards_Per_Game
400	Massachusetts	12	1,312	3,741	398.92	879	0.00	32	73	6.08	51.42	398.92	12	1,312	3,741	398.92	879	0.00	32	73	6.08	51.42	398.92
8	Alabama	14	2,893	3,890	484.50	1,018	0.00	16	69	4.93	40.14	484.50	14	2,893	3,890	484.50	1,018	0.00	16	69	4.93	40.14	484.50
719	Tulsa	12	1,774	3,176	412.50	958	0.00	23	78	6.50	64.00	412.50	12	1,774	3,176	412.50	958	0.00	23	78	6.50	64.00	412.50
718	Tulane	12	1,746	2,415	346.75	862	0.00	28	90	7.50	70.08	346.75	12	1,746	2,415	346.75	862	0.00	28	90	7.50	70.08	346.75
674	Stanford	13	2,064	2,988	360.54	858	0.00	22	75	5.77	48.46	360.54	13	2,064	2,988	360.54	858	0.00	22	75	5.77	48.46	360.54
716	Troy	12	1,974	2,385	363.25	817	0.00	14	74	6.17	59.75	363.25	12	1,974	2,385	363.25	817	0.00	14	74	6.17	59.75	363.25
670	Texas St.	12	2,862	2,711	464.42	920	0.00	13	75	6.25	59.00	464.42	12	2,862	2,711	464.42	920	0.00	13	75	6.25	59.00	464.42
671	UL Lafayette	13	2,937	2,489	417.38	918	0.00	9	65	5.00	40.69	417.38	13	2,937	2,489	417.38	918	0.00	9	65	5.00	40.69	417.38
651	South Fla.	12	1,295	2,361	304.67	740	0.00	16	75	6.25	60.67	304.67	12	1,295	2,361	304.67	740	0.00	16	75	6.25	60.67	304.67
128	UCF	13	1,668	3,059	363.62	942	0.00	31	76	5.85	54.31	363.62	13	1,668	3,059	363.62	942	0.00	31	76	5.85	54.31	363.62
129	Central Mich.	13	2,018	3,157	398.08	886	0.00	22	70	5.38	45.54	398.08	13	2,018	3,157	398.08	886	0.00	22	70	5.38	45.54	398.08
574	Rice	13	2,181	3,009	399.23	923	0.00	15	77	5.92	53.46	399.23	13	2,181	3,009	399.23	923	0.00	15	77	5.92	53.46	399.23
736	Vanderbilt	12	1,311	2,149	288.33	740	0.00	22	73	6.08	52.50	288.33	12	1,311	2,149	288.33	740	0.00	22	73	6.08	52.50	288.33
51	Baylor	13	2,802	4,757	581.46	1,138	0.00	27	127	9.77	88.38	581.46	13	2,802	4,757	581.46	1,138	0.00	27	127	9.77	88.38	581.46
414	Miami (OH)	12	1,171	3,333	375.33	826	0.00	24	95	7.92	61.58	375.33	12	1,171	3,333	375.33	826	0.00	24	95	7.92	61.58	375.33
415	Miami (FL)	13	2,345	3,249	430.31	837	0.00	17	93	7.15	63.62	430.31	13	2,345	3,249	430.31	837	0.00	17	93	7.15	63.62	430.31
416	Michigan St.	13	3,057	3,453	500.77	994	0.00	14	80	6.15	58.00	500.77	13	3,057	3,453	500.77	994	0.00	14	80	6.15	58.00	500.77
295	Idaho	11	1,561	3,031	417.45	881	0.00	26	75	6.82	66.09	417.45	11	1,561	3,031	417.45	881	0.00	26	75	6.82	66.09	417.45
418	Michigan	12	1,954	2,042	333.00	751	0.00	17	42	3.50	31.75	333.00	12	1,954	2,042	333.00	751	0.00	17	42	3.50	31.75	333.00
419	Middle Tenn.	12	2,566	2,610	431.33	873	0.00	11	78	6.50	57.50	431.33	12	2,566	2,610	431.33	873	0.00	11	78	6.50	57.50	431.33
539	Penn St.	13	1,325	3,034	246.46	948	0.00	28	75	5.77	46.15	246.46	13	1,325	3,034	246.46	948	0.00	28	75	5.77	46.15	246.46
709	Toledo	13	3,333	3,044	490.54	973	0.00	22	78	6.00	51.46	490.54	13	3,333	3,044	490.54	973	0.00	22	78	6.00	51.46	490.54
774	Western Mich.	13	2,221	3,475	438.15	875	0.00	14	69	5.31	51.15	438.15	13	2,221	3,475	438.15	875	0.00	14	69	5.31	51.15	438.15
704	UTEP	13	2,701	1,858	350.69	860	0.00	16	65	5.00	39.54	350.69	13	2,701	1,858	350.69	860	0.00	16	65	5.00	39.54	350.69
312	Iowa	13	2,120	3,081	400.08	951	0.00	27	46	3.54	29.54	400.08	13	2,120	3,081	400.08	951	0.00	27	46	3.54	29.54	400.08
311	Iowa St.	12	1,489	2,981	372.50	912	0.00	23	51	4.25	40.83	372.50	12	1,489	2,981	372.50	912	0.00	23	51	4.25	40.83	372.50
196	East Carolina	13	2,094	4,835	500.08	1,070	0.00	33	109	8.38	77.23	500.08	13	2,094	4,835	500.08	1,070	0.00	33	109	8.38	77.23	500.08
700	Texas Tech	12	1,836	4,213	504.08	914	0.00	23	112	9.33	89.17	504.08	12	1,836	4,213	504.08	914	0.00	23	112	9.33	89.17	504.08
193	Duke	13	2,364	2,814	398.31	963	0.00	23	64	4.92	38.69	398.31	13	2,364	2,814	398.31	963	0.00	23	64	4.92	38.69	398.31
703	Texas	13	1,786	2,599	337.31	892	0.00	17	77	5.92	51.08	337.31	13	1,786	2,599	337.31	892	0.00	17	77	5.92	51.08	337.31
392	Maryland	13	1,584	2,863	342.08	846	0.00	20	77	5.92	52.08	342.08	13	1,584	2,863	342.08	846	0.00	20	77	5.92	52.08	342.08
110	UCLA	13	2,724	3,358	467.85	992	0.00	18	104	8.00	75.31	467.85	13	2,724	3,358	467.85	992	0.00	18	104	8.00	75.31	467.85
277	Hawaii	13	1,943	2,794	364.38	993	0.00	25	80	6.15	49.23	364.38	13	1,943	2,794	364.38	993	0.00	25	80	6.15	49.23	364.38
86	Buffalo	11	1,965	2,855	438.18	810	0.00	25	58	5.27	53.45	438.18	11	1,965	2,855	438.18	810	0.00	25	58	5.27	53.45	438.18
796	Wisconsin	14	4,482	2,082	468.86	970	0.00	16	65	4.64	43.36	468.86	14	4,482	2,082	468.86	970	0.00	16	65	4.64	43.36	468.86
428	Minnesota	13	2,801	1,844	357.31	853	0.00	14	69	5.31	46.54	357.31	13	2,801	1,844	357.31	853	0.00	14	69	5.31	46.54	357.31
521	Oklahoma St.	13	1,776	3,149	378.85	907	0.00	26	79	6.08	53.85	378.85	13	1,776	3,149	378.85	907	0.00	26	79	6.08	53.85	378.85
522	Oklahoma	13	3,395	2,646	464.69	943	0.00	14	70	5.38	49.85	464.69	13	3,395	2,646	464.69	943	0.00	14	70	5.38	49.85	464.69
523	Old Dominion	11	1,587	3,228	437.73	741	0.00	18	36	3.27	32.91	437.73	11	1,587	3,228	437.73	741	0.00	18	36	3.27	32.91	437.73
366	Louisiana Tech	14	2,080	3,531	400.79	957	0.00	30	69	4.93	39.64	400.79	14	2,080	3,531	400.79	957	0.00	30	69	4.93	39.64	400.79
367	Louisville	13	1,855	3,276	362.15	939	0.00	16	90	6.92	49.31	362.15	13	1,855	3,276	362.15	939	0.00	16	90	6.92	49.31	362.15
365	LSU	13	2,919	2,118	387.46	897	0.00	19	71	5.46	45.77	387.46	13	2,919	2,118	387.46	897	0.00	19	71	5.46	45.77	387.46
528	Oregon St.	12	1,417	3,305	393.50	848	0.00	33	107	8.92	79.83	393.50	12	1,417	3,305	393.50	848	0.00	33	107	8.92	79.83	393.50
529	Oregon	15	3,518	4,687	547.00	1,118	0.00	25	123	8.20	72.27	547.00	15	3,518	4,687	547.00	1,118	0.00	25	123	8.20	72.27	547.00
587	Rutgers	13	2,114	2,956	390.00	846	0.00	10	61	4.69	41.92	390.00	13	2,114	2,956	390.00	846	0.00	10	61	4.69	41.92	390.00
301	Illinois	13	1,527	3,247	367.23	883	0.00	29	79	6.08	51.46	367.23	13	1,527	3,247	367.23	883	0.00	29	79	6.08	51.46	367.23
306	Indiana	12	3,163	1,697	405.00	852	0.00	19	78	6.50	59.42	405.00	12	3,163	1,697	405.00	852	0.00	19	78	6.50	59.42	405.00
388	Marshall	14	3,807	4,022	559.21	1,032	0.00	22	119	8.50	80.29	559.21	14	3,807	4,022	559.21	1,032	0.00	22	119	8.50	80.29	559.21
107	California	12	1,790	4,152	495.17	975	0.00	32	107	8.92	82.25	495.17	12	1,790	4,152	495.17	975	0.00	32	107	8.92	82.25	495.17
31	Arkansas	13	2,834	2,444	406.00	916	0.00	22	68	5.23	44.69	406.00	13	2,834	2,444	406.00	916	0.00	22	68	5.23	44.69	406.00
30	Arkansas St.	13	2,813	3,381	476.46	1,024	0.00	20	104	8.00	69.62	476.46	13	2,813	3,381	476.46	1,024	0.00	20	104	8.00	69.62	476.46
37	Auburn	13	3,321	2,984	485.00	939	0.00	10	92	7.08	68.92	485.00	13	3,321	2,984	485.00	939	0.00	10	92	7.08	68.92	485.00
519	Ohio	12	1,969	2,474	370.25	845	0.00	23	72	6.00	54.00	370.25	12	1,969	2,474	370.25	845	0.00	23	72	6.00	54.00	370.25
518	Ohio St.	15	3,967	3,707	511.60	1,099	0.00	19	84	5.60	47.40	511.60	15	3,967	3,707	511.60	1,099	0.00	19	84	5.60	47.40	511.60
646	South Ala.	13	2,327	2,561	376.00	949	0.00	20	81	6.23	55.15	376.00	13	2,327	2,561	376.00	949	0.00	20	81	6.23	55.15	376.00
648	South Carolina	13	2,093	3,671	443.38	947	0.00	24	70	5.38	46.62	443.38	13	2,093	3,671	443.38	947	0.00	24	70	5.38	46.62	443.38
513	Notre Dame	13	2,073	3,711	444.92	947	0.00	24	58	4.46	37.46	444.92	13	2,073	3,711	444.92	947	0.00	24	58	4.46	37.46	444.92
433	Ole Miss	13	2,021	3,427	419.08	904	0.00	19	69	5.31	42.23	419.08	13	2,021	3,427	419.08	904	0.00	19	69	5.31	42.23	419.08
430	Mississippi St.	13	3,030	3,649	513.77	1,001	0.00	15	67	5.15	39.46	513.77	13	3,030	3,649	513.77	1,001	0.00	15	67	5.15	39.46	513.77
458	Charlotte	11	2,441	2,915	486.91	791	0.00	25	64	5.82	54.45	486.91	11	2,441	2,915	486.91	791	0.00	25	64	5.82	54.45	486.91
626	San Diego St.	13	2,809	2,319	394.46	866	0.00	18	77	5.92	53.38	394.46	13	2,809	2,319	394.46	866	0.00	18	77	5.92	53.38	394.46
334	Kentucky	12	1,838	2,774	384.33	849	0.00	18	66	5.50	50.33	384.33	12	1,838	2,774	384.33	849	0.00	18	66	5.50	50.33	384.33
331	Kent St.	11	900	2,570	315.45	719	0.00	23	65	5.91	52.18	315.45	11	900	2,570	315.45	719	0.00	23	65	5.91	52.18	315.45
457	North Carolina	13	1,968	3,619	429.77	1,005	0.00	25	99	7.62	63.15	429.77	13	1,968	3,619	429.77	1,005	0.00	25	99	7.62	63.15	429.77
66	Boise St.	14	2,994	3,926	446.00	1,060	0.00	17	92	6.57	57.21	446.00	14	2,994	3,926	446.00	1,060	0.00	17	92	6.57	57.21	446.00
67	Boston College	13	3,311	1,681	220.15	878	0.00	18	58	4.46	38.31	220.15	13	3,311	1,681	220.15	878	0.00	18	58	4.46	38.31	220.15
253	Ga. Southern	12	4,573	1,286	488.25	797	0.00	10	57	4.75	46.33	488.25	12	4,573	1,286	488.25	797	0.00	10	57	4.75	46.33	488.25
257	Georgia	13	3,352	2,599	457.77	877	0.00	18	65	5.00	40.54	457.77	13	3,352	2,599	457.77	877	0.00	18	65	5.00	40.54	457.77
254	Georgia St.	12	1,156	3,348	375.33	836	0.00	22	66	5.50	42.83	375.33	12	1,156	3,348	375.33	836	0.00	22	66	5.50	42.83	375.33
255	Georgia Tech	14	4,789	1,882	476.50	993	0.00	13	69	4.93	41.14	476.50	14	4,789	1,882	476.50	993	0.00	13	69	4.93	41.14	476.50
746	Virginia	12	1,653	2,837	374.17	883	0.00	19	78	6.50	57.75	374.17	12	1,653	2,837	374.17	883	0.00	19	78	6.50	57.75	374.17
731	Utah St.	14	2,521	2,782	378.79	901	0.00	24	101	7.21	65.57	378.79	14	2,521	2,782	378.79	901	0.00	24	101	7.21	65.57	378.79
657	Southern California	13	2,092	3,856	457.54	984	0.00	21	115	8.85	78.69	457.54	13	2,092	3,856	457.54	984	0.00	21	115	8.85	78.69	457.54
732	Utah	13	2,475	2,570	388.08	943	0.00	15	77	5.92	54.00	388.08	13	2,475	2,570	388.08	943	0.00	15	77	5.92	54.00	388.08
509	Northwestern	12	1,639	2,598	323.00	941	0.00	18	61	5.08	43.50	323.00	12	1,639	2,598	323.00	941	0.00	18	61	5.08	43.50	323.00
503	Northern Ill.	14	3,488	2,689	441.21	1,073	0.00	15	82	5.86	56.71	441.21	14	3,488	2,689	441.21	1,073	0.00	15	82	5.86	56.71	441.21
630	San Jose St.	12	1,696	3,038	394.50	904	0.00	14	52	4.33	36.58	394.50	12	1,696	3,038	394.50	904	0.00	14	52	4.33	36.58	394.50
756	Washington	14	2,640	2,801	375.86	1,007	0.00	20	98	7.00	61.79	375.86	14	2,640	2,801	375.86	1,007	0.00	20	98	7.00	61.79	375.86
754	Washington St.	12	478	5,732	517.50	1,014	0.00	30	94	7.83	67.67	517.50	12	478	5,732	517.50	1,014	0.00	30	94	7.83	67.67	517.50
465	UNLV	13	1,679	3,357	387.38	964	0.00	28	81	6.23	55.08	387.38	13	1,679	3,357	387.38	964	0.00	28	81	6.23	55.08	387.38
466	Nevada	13	2,671	2,498	323.92	966	0.00	15	73	5.62	49.69	323.92	13	2,671	2,498	323.92	966	0.00	15	73	5.62	49.69	323.92
545	Pittsburgh	13	3,243	2,417	403.54	918	0.00	19	83	6.38	53.46	403.54	13	3,243	2,417	403.54	918	0.00	19	83	6.38	53.46	403.54
463	Nebraska	13	3,123	2,757	452.31	946	0.00	26	75	5.77	50.38	452.31	13	3,123	2,757	452.31	946	0.00	26	75	5.77	50.38	452.31
229	Fla. Atlantic	12	1,963	2,394	363.08	808	0.00	12	51	4.25	39.50	363.08	12	1,963	2,394	363.08	808	0.00	12	51	4.25	39.50	363.08
811	Wyoming	12	1,838	2,733	380.92	823	0.00	14	63	5.25	43.33	380.92	12	1,838	2,733	380.92	823	0.00	14	63	5.25	43.33	380.92
164	UConn	12	1,283	2,032	276.25	736	0.00	22	74	6.17	59.00	276.25	12	1,283	2,032	276.25	736	0.00	22	74	6.17	59.00	276.25
96	Fresno St.	14	2,553	3,132	406.07	1,096	0.00	31	59	4.21	39.00	406.07	14	2,553	3,132	406.07	1,096	0.00	31	59	4.21	39.00	406.07
726	Navy	13	4,395	1,058	419.46	857	0.00	10	33	2.54	24.77	419.46	13	4,395	1,058	419.46	857	0.00	10	33	2.54	24.77	419.46
725	Army West Point	12	3,558	747	358.75	770	0.00	10	49	4.08	36.25	358.75	12	3,558	747	358.75	770	0.00	10	49	4.08	36.25	358.75
721	Air Force	13	3,550	1,893	418.69	1,002	0.00	15	46	3.54	35.38	418.69	13	3,550	1,893	418.69	1,002	0.00	15	46	3.54	35.38	418.69
742	Virginia Tech	13	1,923	2,826	365.31	963	0.00	26	98	7.54	59.23	365.31	13	1,923	2,826	365.31	963	0.00	26	98	7.54	59.23	365.31
559	Purdue	12	1,886	2,249	344.58	836	0.00	11	60	5.00	43.17	344.58	12	1,886	2,249	344.58	836	0.00	11	60	5.00	43.17	344.58
157	Colorado	12	1,855	3,415	439.17	996	0.00	36	86	7.17	68.50	439.17	12	1,855	3,415	439.17	996	0.00	36	86	7.17	68.50	439.17
156	Colorado St.	13	2,071	4,181	412.31	882	0.00	18	72	5.54	53.85	412.31	13	2,071	4,181	412.31	882	0.00	18	72	5.54	53.85	412.31
749	Wake Forest	12	479	2,116	216.25	768	0.00	19	60	5.00	47.83	216.25	12	479	2,116	216.25	768	0.00	19	60	5.00	47.83	216.25
234	Florida St.	14	1,933	4,246	441.36	967	0.00	24	87	6.21	47.71	441.36	14	1,933	4,246	441.36	967	0.00	24	87	6.21	47.71	441.36
235	Florida	12	2,252	2,159	367.58	841	0.00	13	80	6.67	59.17	367.58	12	2,252	2,159	367.58	841	0.00	13	80	6.67	59.17	367.58
231	FIU	12	1,502	2,016	293.17	812	0.00	14	84	7.00	56.08	293.17	12	1,502	2,016	293.17	812	0.00	14	84	7.00	56.08	293.17
47	Ball St.	12	1,841	2,590	369.25	857	0.00	23	50	4.17	40.75	369.25	12	1,841	2,590	369.25	857	0.00	23	50	4.17	40.75	369.25
5	Akron	12	1,484	2,995	350.17	891	0.00	25	101	8.42	72.50	350.17	12	1,484	2,995	350.17	891	0.00	25	101	8.42	72.50	350.17
327	Kansas St.	13	1,745	3,736	421.62	891	0.00	28	57	4.38	39.31	421.62	13	1,745	3,736	421.62	891	0.00	28	57	4.38	39.31	421.62
9	UAB	12	2,545	2,637	431.83	941	0.00	13	77	6.42	56.17	431.83	12	2,545	2,637	431.83	941	0.00	13	77	6.42	56.17	431.83
328	Kansas	12	1,454	2,435	324.08	842	0.00	12	76	6.33	55.75	324.08	12	1,454	2,435	324.08	842	0.00	12	76	6.33	55.75	324.08
147	Clemson	13	1,904	3,404	377.69	990	0.00	17	52	4.00	34.62	377.69	13	1,904	3,404	377.69	990	0.00	17	52	4.00	34.62	377.69
204	Eastern Mich.	12	1,654	1,821	289.58	779	0.00	12	69	5.75	49.83	289.58	12	1,654	1,821	289.58	779	0.00	12	69	5.75	49.83	289.58
140	Cincinnati	13	2,035	3,947	440.54	945	0.00	22	59	4.54	41.69	440.54	13	2,035	3,947	440.54	945	0.00	22	59	4.54	41.69	440.54
772	Western Ky.	13	2,084	4,866	534.62	986	0.00	23	76	5.85	57.15	534.62	13	2,084	4,866	534.62	986	0.00	23	76	5.85	57.15	534.62
77	BYU	13	2,363	3,623	414.23	1,050	0.00	22	110	8.46	81.00	414.23	13	2,363	3,623	414.23	1,050	0.00	22	110	8.46	81.00	414.23
71	Bowling Green	14	2,422	3,639	432.93	1,103	0.00	33	110	7.86	62.29	432.93	14	2,422	3,639	432.93	1,103	0.00	33	110	7.86	62.29	432.93
434	Missouri	14	2,490	2,648	367.00	954	0.00	19	102	7.29	58.21	367.00	14	2,490	2,648	367.00	954	0.00	19	102	7.29	58.21	367.00
472	New Mexico St.	12	2,152	2,899	420.92	921	0.00	14	57	4.75	33.92	420.92	12	2,152	2,899	420.92	921	0.00	14	57	4.75	33.92	420.92
473	New Mexico	12	3,725	1,069	399.50	735	0.00	9	52	4.33	41.50	399.50	12	3,725	1,069	399.50	735	0.00	9	52	4.33	41.50	399.50
688	Syracuse	12	1,750	2,209	318.58	807	0.00	17	86	7.17	59.75	318.58	12	1,750	2,209	318.58	807	0.00	17	86	7.17	59.75	318.58
